time,hr
-215115.0632,74
-214554.6882,75
-214479.6882,75
-214199.6879,77
-213703.313,78
-213613.313,78
-213345.438,77
-212991.9382,83
-212509.0632,82
-212272.5635,72
-211909.6962,72
-211626.8141,71
-211247.8142,74
-211036.9392,73
-210776.4389,71
-210406.5638,72
-210065.0638,71
-209941.5638,74
-209171.8142,107
-209022.8135,93
-208802.8165,92
-208249.4397,80
-207063.6887,85
-206795.315,79
-206681.8144,81
-206446.315,82
-205994.4401,101
-205619.0653,91
-204889.1902,76
-204643.1904,75
-204140.2185,76
-204039.7179,75
-203605.7198,80
-202785.9693,76
-202142.5961,78
-201902.5944,81
-201394.2181,76
-201080.8432,79
-200781.8432,78
-200502.9699,78
-200238.4685,77
-200020.4685,75
-199648.5955,79
-199534.0972,77
-199042.2212,76
-198917.7212,78
-198569.345,85
-198240.345,79
-197792.4701,78
-197543.5948,85
-197318.5944,77
-196983.594,78
-196803.7189,78
-196335.8443,75
-196027.3445,80
-195830.3446,79
-195594.4703,78
-195204.4694,78
-195033.0945,77
-194718.0966,75
-193389.6062,155
-192986.7947,91
-192856.2955,83
-192417.2951,83
-192090.9198,81
-192025.9198,80
-191577.9199,80
-191436.4202,80
-191056.0453,78
-190765.5457,78
-190472.6709,77
-190079.2957,81
-189831.7957,85
-189350.9209,76
-189238.4213,77
-189032.9225,84
-188515.0458,94
-188292.5457,85
-188011.1706,83
-187691.1704,85
-187324.2952,78
-187103.7952,80
-186857.9202,81
-186352.5459,82
-186055.0458,79
-185964.5456,79
-185550.1797,81
-185410.1711,81
-184949.7961,79
-183896.495,69
-140466.3737,80
-140149.4985,91
-139942.0034,86
-139562.1261,88
-139405.1246,87
-139122.1241,86
-138513.6551,112
-138343.1272,104
-138133.1005,113
-138006.6633,90
-137482.7884,78
-137308.2881,71
-137146.7877,69
-136680.7905,78
-136402.9172,74
-135990.5447,79
-135895.0422,69
-135520.5412,77
-135062.1714,78
-134771.7921,73
-134620.7944,76
-134288.7923,76
-134130.4204,70
-133729.9175,74
-133331.0424,79
-133001.1684,73
-132763.6662,72
-132370.5631,70
-132275.0646,71
-131970.1889,74
-131186.3166,54
-130861.9414,76
-130615.9417,87
-130530.9417,72
-130026.0731,68
-129853.5731,71
-129501.0739,80
-129326.6984,74
-128750.3127,72
-128587.3122,61
-127968.4376,75
-127737.4393,75
-127522.0644,81
-127121.0642,79
-126683.1899,69
-126391.8152,74
-126069.3149,70
-125909.3152,75
-125742.9402,76
-125230.5656,78
-124971.5653,80
-124773.0664,77
-124481.1912,79
-124130.1914,86
-123901.8167,79
-123399.4449,84
-123185.9453,80
-122921.4459,79
-122492.0714,80
-122410.5709,82
-121979.2111,85
-121568.8246,76
-121259.8226,78
-121114.8252,81
-120919.9484,85
-120494.9505,79
-120090.5698,80
-119917.0692,83
-119469.5886,74
-119316.5879,73
-118999.713,71
-118576.7206,75
-118504.7215,72
-118097.2155,72
-117656.3397,81
-117503.3487,71
-117221.34,73
-116903.9653,75
-116592.5894,75
-116321.0892,72
-116043.0893,73
-115804.2146,73
-115329.3411,76
-115142.3416,75
-114778.0763,77
-114562.0915,77
-114145.5785,67
-113877.579,72
-113542.2043,70
-113315.7043,71
-113083.8317,72
-112719.3302,71
-112440.9548,71
-112207.4572,67
-111788.0807,73
-111480.0811,74
-111199.7098,67
-110811.2077,76
-110591.8333,73
-110392.3325,72
-109853.2415,110
-109687.8024,73
-109381.8019,72
-109160.4267,76
-108670.4259,74
-108480.551,73
-108109.0505,78
-108029.6756,73
-107811.9974,114
-107385.8618,96
-106411.4234,87
-105987.4078,98
-105787.4011,90
-105450.026,86
-104278.7725,87
-104104.7747,74
-103007.0283,86
-102882.5257,88
-102610.4385,88
-102036.0127,92
-101486.1273,71
-100550.2941,84
-99678.97966,85
-99439.49921,83
-99303.49827,85
-98888.12341,89
-98700.12335,82
-98260.24842,76
-97967.74842,81
-97568.37321,75
-97386.87319,75
-97098.99903,78
-96374.12358,74
-96154.12362,78
-95793.24858,78
-95545.2487,76
-95229.87515,73
-95106.37515,73
-94675.00113,72
-94301.00118,72
-94128.62692,72
-93878.63012,76
-93602.62728,74
-93075.75302,73
-92992.25286,70
-52629.75255,128
-52442.42407,124
-52288.40074,125
-52068.96371,81
-51716.96384,80
-51640.58883,81
-51324.08884,96
-50993.21394,85
-50589.21398,75
-50398.27645,73
-50043.7765,87
-49635.90157,73
-49531.40164,79
-49094.02667,67
-48901.52824,78
-48569.15166,71
-48285.15147,57
-47802.77636,66
-47489.83168,71
-47245.83269,71
-46878.95637,69
-46655.46105,68
-46350.96002,68
-46239.08538,70
-45783.58598,58
-45431.21136,77
-45088.34153,76
-44932.34005,89
-44453.96393,71
-44218.96414,81
-44103.46337,74
-43793.59703,82
-43277.71521,86
-42669.83982,70
-42430.84038,69
-42275.34043,69
-41753.9657,77
-41538.46058,72
-41317.09016,68
-41100.58689,68
-40763.21198,66
-40530.21164,67
-40111.33683,68
-39915.33684,72
-39496.96323,73
-39327.46286,73
-38793.08505,76
-38481.20932,74
-38219.71242,76
-38134.71117,78
-37763.83585,75
-37267.96092,77
-36972.4609,82
-36679.08612,77
-36517.58579,57
-36297.58726,80
-35979.71066,74
-35452.83608,75
-35252.8375,73
-35065.83552,77
-34826.96525,76
-34532.46072,73
-34213.0879,76
-33706.7095,79
-33349.20937,76
-33114.33397,77
-33036.3341,75
-32704.34236,80
-32208.84178,76
-31973.96774,74
-31778.46952,75
-31444.46383,74
-31186.46749,74
-30930.09775,72
-30495.09888,71
-30227.2242,70
-29973.72587,74
-29459.85155,75
-29375.35155,73
-28925.97745,76
-28657.4792,71
-28382.60407,73
-28004.10558,73
-27896.73069,68
-27627.23096,72
-27221.8584,77
-27036.85872,77
-26516.46834,77
-25731.46715,75
-25126.85207,87
-24876.41812,90
-24871.41812,87
-24868.41812,86
-24864.41815,86
-24855.41812,86
-24849.41815,86
-24843.41815,86
-24842.41815,86
-24833.41812,77
-24828.41815,75
-24824.41815,75
-24822.41815,75
-24812.48843,76
-24811.48843,76
-24803.48843,75
-24796.48843,75
-24792.48843,75
-24789.48846,75
-24784.48846,75
-24775.48843,73
-24771.48843,73
-24765.48846,77
-24763.48846,77
-24758.48843,76
-24753.48843,76
-24747.48846,76
-24742.48846,75
-24733.48846,71
-24731.48846,71
-24726.48846,71
-24719.48843,70
-24716.48843,71
-24707.48846,74
-24706.48846,75
-24701.48843,75
-24696.48843,74
-24688.48846,73
-24686.48846,72
-24681.48843,71
-24676.48843,71
-24671.48843,70
-24664.48846,72
-24656.48843,72
-24654.48843,73
-24649.48846,74
-24641.48843,73
-24638.48843,73
-24634.48843,73
-24628.48846,73
-24620.48843,72
-24614.48843,72
-24610.48846,73
-24604.48846,73
-24598.48843,73
-24597.48843,73
-24584.48846,73
-24581.48843,73
-24575.48843,68
-24570.48846,72
-24551.48846,65
-24550.48846,65
-3742.70466,70
-3504.04759,66
-3313.04893,67
-3012.54755,70
-2739.17925,67
-2322.79762,72
-2160.17241,89
-2158.17241,89
-2150.17241,84
-2149.17241,84
-2107.17241,75
-2097.17238,76
-2088.17238,75
-2083.17238,75
-2082.17238,75
-2067.17241,75
-2064.17238,75
-2051.24272,75
-2046.24269,73
-2041.24269,72
-2036.24269,72
-2034.24269,72
-2030.24272,71
-2025.24269,71
-2020.24269,72
-2015.24272,72
-2010.24272,72
-2004.24269,71
-2000.24269,71
-1993.24272,71
-1989.24272,72
-1983.24269,72
-1976.24269,71
-1970.24272,71
-1966.24272,71
-1964.24269,71
-1959.24269,71
-1954.24272,72
-1949.24272,72
-1940.24269,72
-1935.24269,71
-1930.24269,72
-1927.24272,72
-1924.24269,72
-1919.24269,72
-1912.24272,72
-1905.24269,73
-1903.24269,74
-1895.24272,72
-1893.24272,72
-1888.24272,72
-1883.24269,72
-1878.24269,71
-1868.24272,73
-1865.24272,73
-1862.24269,73
-1857.24269,73
-1848.24269,72
-1844.24269,71
-1842.24269,71
-1836.24269,70
-1827.24272,71
-1825.24269,71
-1821.24269,71
-1816.24269,70
-1806.24272,69
-1805.24269,69
-1800.24269,70
-1795.24272,70
-1790.24272,71
-1781.24269,74
-1779.24269,75
-1771.24272,75
-1766.24272,75
-1765.24269,75
-1760.24269,74
-1755.24269,71
-1745.24269,69
-1744.24269,69
-1739.24269,68
-1734.24269,68
-1728.24272,69
-1719.24269,70
-1718.24269,70
-1708.24272,69
-1704.24269,70
-1699.24269,71
-1697.24269,71
-1691.24269,71
-1682.24269,71
-1680.24269,71
-1671.24272,70
-1669.24272,70
-1665.24269,69
-1660.24269,69
-1653.24272,74
-1645.24272,71
-1643.24269,70
-1637.24269,69
-1631.24272,69
-1628.24272,70
-1623.24269,70
-1618.24269,69
-1609.24272,68
-1607.24272,68
-1600.24269,71
-1597.24269,75
-1587.24272,75
-1582.24269,74
-1577.24269,69
-1576.24269,69
-1570.24272,69
-1564.24269,69
-1556.24269,71
-1555.24269,71
-1550.24272,70
-1543.24269,72
-1540.24269,74
-1535.24269,76
-1525.24272,68
-1522.24269,76
-1519.24269,70
-1510.24272,70
-1505.24269,75
-1504.24269,75
-1499.24269,74
-1494.24269,74
-1489.24272,74
-1481.24269,71
-1479.24269,71
-1470.24272,68
-1468.24272,68
-1463.24269,68
-1458.24269,68
-1448.24272,74
-1443.24269,71
-1442.24269,73
-1433.24272,74
-1431.24272,73
-1422.24269,73
-1417.24269,68
-1416.24269,68
-1411.24272,68
-1406.24272,69
-1397.24269,69
-1395.24269,68
-1390.24272,69
-1385.24272,69
-1380.24269,68
-1375.24272,68
-1366.24272,69
-1361.24269,70
-1359.24269,70
-1355.24272,71
-1350.24272,70
-1345.24269,68
-1340.24269,66
-1335.24269,66
-1327.24269,65
-1324.24269,65
-1316.24269,66
-1310.24272,68
-1309.24272,68
-1304.24269,68
-1299.24269,69
-1294.24269,68
-1288.24272,68
-1281.24269,68
-1277.24269,68
-1273.24272,67
-1268.24272,67
-1263.24269,68
-1255.24272,68
-1252.24272,68
-1247.24272,67
-1242.24269,68
-1237.24269,69
-1227.24272,68
-1222.24269,68
-1219.24269,68
-1216.24269,69
-1210.24272,68
-1205.24272,69
-1200.24269,68
-1195.24269,69
-1189.24272,77
-1180.24269,68
-1175.24269,65
-1171.24272,67
-1168.24272,68
-1163.24269,68
-1156.24269,68
-1152.24272,68
-1145.24272,68
-1142.24269,68
-1132.24272,68
-1131.24272,68
-1126.24272,68
-1121.24269,68
-1116.24269,68
-1107.24272,68
-1103.24269,68
-1100.24269,67
-1092.24272,67
-1087.24272,67
-1084.24269,67
-1079.24269,67
-1074.24269,67
-1068.24272,67
-1063.24269,67
-1058.24269,67
-1051.24272,67
-1047.24272,68
-1038.24269,68
-1035.24272,69
-1032.24269,68
-1026.24272,69
-1017.24269,69
-1011.24272,68
-1010.24272,68
-1004.24269,68
-1000.24269,68
-990.2427199,67
-988.2427199,66
-984.2426901,67
-975.2426901,67
-971.2427199,67
-968.2427199,67
-963.2426901,68
-958.2426901,68
-952.2427199,67
-947.2426901,67
-943.2426901,67
-938.2426901,67
-933.2427199,67
-925.2427199,67
-921.2426901,67
-918.2426901,66
-912.2427199,67
-903.2426901,66
-898.2426901,66
-895.2426901,66
-888.2427199,65
-886.2427199,65
-881.2426901,66
-876.2426901,65
-866.2427199,66
-861.2426901,68
-858.2426901,68
-855.2426901,68
-849.2427199,68
-844.2426901,68
-835.2426901,68
-834.2426901,68
-828.2427199,68
-823.2426901,68
-813.2427199,69
-809.2426901,69
-806.2427199,69
-802.2426901,69
-797.2426901,69
-791.2427199,68
-785.2427199,68
-781.2426901,68
-776.2426901,68
-766.2427199,68
-764.2426901,68
-756.2426901,67
-755.2426901,67
-749.2427199,67
-740.2426901,68
-736.2427199,68
-733.2427199,68
-728.2427199,69
-719.2426901,71
-713.2427199,70
-711.2427199,68
-707.2427199,68
-700.2426901,68
-697.2427199,68
-692.2427199,70
-687.2427199,69
-682.2426901,70
-673.2427199,69
-671.2427199,69
-663.2426901,71
-657.2426901,72
-654.2426901,73
-651.2426901,73
-645.2427199,73
-640.2426901,73
-635.2426901,74
-629.2426901,74
-621.2426901,75
-618.2426901,75
-609.2427199,95
-607.2427199,95
-598.2426901,78
-596.2426901,78
-591.2427199,78
-586.2427199,78
-577.2426901,77
-572.2427199,76
-570.2427199,76
-565.2427199,76
-556.2426901,76
-555.2426901,76
-549.2427199,76
-544.2426901,76
-536.2426901,76
-534.2426901,76
-528.2427199,78
-519.2426901,79
-514.2426901,79
-509.2427199,77
-507.2427199,77
-499.2426901,76
-493.2427199,78
-491.2427199,78
-487.2427199,79
-482.2426901,79
-474.2427199,79
-471.2427199,77
-462.2426901,77
-457.2426901,78
-456.2426901,79
-449.2426901,79
-442.2426901,79
-440.2426901,80
-430.2426901,68
-427.2427199,68
-420.2426901,68
-416.2426901,80
-397.2426901,68
-394.2426901,68
-385.2426901,80
-380.2426901,79
-375.2426901,81
-370.2427199,83
-369.2426901,83
-363.2426901,83
-358.2426901,82
-353.2427199,82
-346.2427199,82
-343.2426901,82
-338.2426901,83
-329.2427199,94
-327.2427199,94
-322.2426901,95
-317.2426901,94
-307.2427199,95
-304.2426901,94
-299.2426901,91
-296.2426901,92
-289.2427199,91
-285.2427199,91
-276.2426901,90
-274.2427199,90
-270.2427199,89
-263.2426901,89
-259.2426901,90
-254.2427199,90
-249.2427199,90
-241.2426901,91
-236.2426901,95
-234.2427199,95
-225.2427199,73
-220.2426901,73
-215.2426901,73
-211.2427199,73
-208.2427199,73
-203.2426901,73
-198.2426901,69
-193.2426901,68
-186.2427199,68
-182.2426901,68
-177.2426901,67
-168.2427199,66
-163.2426901,66
-161.2426901,66
-156.2426901,68
-151.2427199,70
-146.2427199,71
-141.2426901,72
-136.2426901,71
-130.2427199,69
-125.2427199,69
-120.2426901,71
-114.2426901,72
-104.2426901,71
-102.2427199,71
-94.24271989,68
-89.24271989,67
-88.24271989,67
-83.24271989,66
-78.24271989,66
-70.24271989,66
-67.24271989,66
-63.24271989,66
-58.24271989,67
-53.24271989,70
-48.24271989,76
-43.24271989,75
-38.24271989,75
-33.24271989,74
-28.24271989,74
-23.24271989,74
-14.24271989,75
-11.24271989,75
-8.242719889,75
1.757280111,77
4.757280111,77
7.757309914,77
17.75728011,70
20.75728011,69
27.75728011,69
30.75728011,69
34.75728011,70
43.75728011,73
48.75728011,77
49.75728011,77
54.75728011,77
59.75728011,77
64.75728011,77
71.75728011,77
75.75728011,76
81.75728011,77
85.75728011,75
92.75728011,76
95.75730991,77
101.7572801,76
109.7572801,75
111.7572801,75
119.7572801,75
121.7572801,75
126.7572801,75
135.7572801,74
136.7572801,74
151.7572801,73
156.7572801,72
160.7572801,71
166.7572801,70
167.7572801,70
172.7572801,71
181.7572801,74
186.7572801,75
187.7572801,75
192.7572801,75
201.7573099,75
203.7572801,75
209.7572801,75
214.7572801,75
222.7572801,75
225.7572801,75
229.7572801,76
237.7572801,77
238.7572801,77
243.7572801,78
252.7572801,82
253.7572801,82
262.7572801,69
267.7572801,69
270.7573099,69
273.7572801,68
278.7572801,70
283.7572801,71
293.7572801,73
296.7572801,74
299.7572801,73
306.7572801,73
309.7572801,73
314.7572801,74
320.7572801,77
324.7572801,77
329.7572801,77
334.7572801,77
339.7572801,77
344.7572801,77
349.7572801,77
354.7572801,77
364.7572801,77
366.7572801,77
370.7572801,77
375.7572801,79
380.7573099,79
390.7572801,80
395.7572801,77
396.7572801,77
406.7572801,71
407.7572801,70
412.7572801,71
417.7572801,71
422.7572801,70
427.7572801,67
432.7572801,66
437.7572801,66
442.7572801,67
447.7572801,66
457.7572801,66
458.7572801,67
463.7572801,68
468.7572801,67
475.7573099,67
478.7572801,65
485.7572801,64
488.7572801,64
493.7572801,64
498.7573099,63
504.7573099,63
510.7572801,63
515.7572801,63
523.7572801,66
525.7572801,67
530.7572801,66
535.7572801,67
540.7572801,67
545.7572801,66
550.7572801,67
555.7572801,66
564.7572801,74
566.7572801,74
571.7572801,73
576.7572801,65
581.7572801,66
586.7572801,64
591.7572801,64
596.7572801,64
601.7572801,64
606.7572801,64
611.7573099,64
617.7572801,64
622.7572801,63
627.7572801,63
632.7572801,63
637.7572801,63
645.7572801,63
648.7572801,63
653.7572801,63
658.7572801,63
664.7572801,63
668.7572801,63
673.7573099,61
679.7572801,61
684.7572801,62
689.7572801,62
694.7572801,64
699.7572801,65
704.7572801,65
711.7572801,64
715.7572801,63
720.7572801,61
725.7572801,62
730.7572801,61
735.7572801,61
740.7572801,61
745.7572801,61
750.7572801,62
758.7572801,63
760.7572801,63
767.7573099,64
770.7572801,65
775.7572801,64
780.7572801,63
786.7572801,63
790.7572801,63
795.7572801,65
800.7572801,64
805.7572801,65
810.7572801,64
815.7573099,63
821.7572801,63
826.7572801,62
831.7572801,61
836.7572801,62
841.7572801,62
846.7573099,64
852.7572801,65
857.7572801,66
862.7572801,66
869.7572801,64
872.7572801,63
877.7572801,63
885.7572801,62
887.7572801,61
892.7572801,62
897.7572801,63
902.7572801,64
907.7572801,64
913.7573099,68
918.7572801,67
923.7572801,65
928.7572801,65
933.7572801,64
938.7572801,63
943.7572801,63
948.7572801,65
953.7572801,64
958.7572801,65
963.7572801,65
970.7572801,65
973.7572801,63
978.7572801,61
983.7572801,61
988.7572801,61
994.7572801,61
998.7572801,61
1007.75728,72
1013.75728,68
1018.75728,66
1019.75728,66
1026.75731,63
1029.75728,62
1034.75728,60
1039.75728,60
1044.75728,60
1049.75728,60
1054.75728,60
1059.75728,62
1067.75728,67
1069.75728,68
1078.75728,74
1079.75728,74
1086.75728,63
1089.75728,63
1094.75728,63
1099.75728,61
1104.75728,60
1109.75728,60
1114.75728,60
1119.75731,60
1126.75728,61
1130.75728,60
1135.75728,61
1144.75728,60
1145.75728,61
1150.75728,61
1155.75728,61
1160.75728,61
1165.75728,61
1170.75728,60
1175.75728,60
1180.75731,60
1186.75728,61
1191.75728,61
1196.75728,61
1201.75731,61
1207.75728,61
1216.75728,59
1221.75731,59
1222.75728,59
1227.75728,59
1236.75728,73
1237.75731,73
1246.75728,75
1251.75728,74
1255.75731,69
1261.75731,69
1262.75731,69
1267.75731,69
1272.75731,69
1277.75731,69
1284.75731,69
1290.75728,71
1297.75728,69
1299.75728,69
