time,hr
-201921.8124,58
-201657.6875,73
-201303.8082,73
-139758.9627,72
-139315.347,76
-139212.7146,80
-138779.4632,65
-138648.5866,61
-137798.4724,83
-137631.8531,71
-137326.7145,73
-136157.8539,93
-135593.8547,81
-135293.9781,83
-134755.7263,97
-134530.225,74
-134230.3537,74
-134043.1042,88
-133617.8417,89
-133417.7272,79
-133030.5926,77
-132935.7213,104
-132569.2145,82
-132126.0902,62
-131487.8466,83
-131267.4794,81
-131144.3591,75
-130749.6017,98
-130513.8598,69
-130237.0994,85
-129942.2206,74
-129396.3583,73
-129224.736,72
-128937.7284,82
-128328.103,89
-127951.3532,93
-127566.8471,79
-127489.9691,71
-127077.2187,72
-126477.1006,95
-126300.222,89
-125879.7312,74
-125738.8478,82
-125310.7392,89
-125067.5989,81
-124803.485,97
-124544.7234,97
-123742.8546,94
-123214.7262,97
-122387.3664,88
-122064.492,89
-121674.7366,74
-121349.1124,88
-121146.6077,88
-120837.231,77
-119952.6049,83
-119565.4869,85
-119374.1174,89
-118966.482,94
-118613.9991,91
-118539.6222,83
-117860.3666,83
-117642.4781,81
-117297.4793,90
-116531.6059,70
-116295.8643,81
-115573.6208,74
-115501.8555,69
-114812.1233,61
-114047.869,106
-113226.3579,89
-112864.8663,68
-112575.1146,74
-112457.2367,73
-112041.864,74
-111923.8609,68
-111631.6165,75
-111331.6227,58
-110808.8776,75
-110555.1194,81
-110162.6236,84
-110090.8799,116
-110085.8727,74
-110080.8561,77
-110075.6375,78
-110070.6211,86
-110019.1202,75
-109806.2485,74
-109431.9993,83
-108983.1193,71
-108788.2364,97
-108490.7526,99
-108213.7487,113
-107993.248,78
-107631.5039,113
-106390.4999,112
-106141.7516,116
-105895.5065,71
-105236.3814,91
-104366.8699,78
-103697.3832,74
-103522.878,80
-102830.3755,90
-102512.373,93
-102178.9903,97
-101168.75,82
-100858.4977,61
-99520.87248,102
-58312.67824,65
-58228.05333,61
-57836.06086,73
-57274.81476,87
-54491.95125,76
-54015.44234,74
-53625.81301,87
-52995.32034,82
-52777.43933,83
-52095.43924,76
-49886.20596,89
-49704.06943,91
-48399.2041,87
-48306.81995,77
-47640.31995,81
-47294.31891,85
-46213.32124,78
-45770.06803,90
-45590.70698,91
-44462.45733,94
-44162.70362,82
-40038.70578,99
-39887.44861,89
-39205.32743,95
-38805.3269,90
-37905.09242,81
-37392.21457,89
-36989.58739,78
-36438.21914,63
-36068.95925,66
-35771.3313,95
-35325.09393,70
-33684.97102,83
-32913.95921,79
-32624.33805,82
-32403.84694,81
-31909.58224,83
-31635.32968,99
-31402.08237,66
-30989.20756,100
-30709.71227,97
-30586.58684,88
-30301.95617,91
-29881.34004,93
-29499.09623,97
-29422.20823,94
-27089.71066,78
-26897.21221,93
-1838.31752,95
-1836.31749,97
-1808.31749,111
-1802.31749,113
-1801.31752,113
-1787.31749,102
-1786.31749,102
-1653.54014,73
-1645.54014,73
-1639.54014,60
-1638.54014,60
-1628.62217,58
-1626.62217,57
-1622.62217,58
-1613.62217,65
-1608.62217,65
-1602.6222,65
-1601.62217,65
-1595.6222,67
-1586.62217,71
-1584.62217,72
-1579.6222,71
-1570.62217,68
-1569.62217,68
-1563.62217,68
-1554.62217,68
-1553.6222,68
-1546.62217,68
-1543.62217,68
-1537.62217,69
-1531.62217,69
-1527.62217,69
-1521.6222,68
-1516.62217,68
-1511.62217,67
-1504.62217,67
-1500.62217,67
-1495.62217,68
-1490.6222,68
-1485.62217,65
-1480.6222,63
-1475.62217,64
-1466.62217,68
-1464.62217,68
-1459.62217,65
-1450.62217,65
-1447.62217,65
-1441.62217,68
-1431.6222,65
-1429.62217,64
-1424.62217,62
-1415.6222,64
-1413.6222,64
-1408.6222,64
-1403.6222,65
-1398.62217,65
-1393.62217,65
-1388.5753,65
-1375.5753,64
-1358.5753,64
-1336.69249,65
-1329.69249,65
-1327.69252,65
-1319.69249,69
-1315.65733,69
-1309.65733,64
-1304.65733,60
-1303.65733,60
-1296.65736,59
-1293.65733,58
-1286.65733,58
-1274.7855,62
-1272.78553,62
-1265.7855,62
-1261.7855,64
-1256.7855,64
-1251.7855,64
-1245.7855,63
-1240.7855,62
-1235.7855,63
-1226.7855,63
-1222.7855,62
-1219.7855,62
-1211.78553,61
-1207.7855,61
-1201.78553,61
-1198.78553,60
-1193.7855,60
-1184.75108,61
-1179.75108,60
-1175.75108,56
-1170.75108,54
-1168.75108,54
-1163.75108,54
-1152.8917,54
-1146.8917,54
-1138.8917,54
-1135.89174,54
-1130.8917,54
-1125.89174,54
-1120.8917,57
-1115.8917,58
-1110.8917,58
-1100.8917,58
-1099.8917,58
-1094.8917,59
-1089.89174,59
-1084.8917,59
-1078.89174,59
-1073.8917,57
-1068.8917,57
-1062.8917,57
-1056.8917,56
-1046.8917,52
-1045.89174,52
-1040.8917,51
-1035.89174,51
-1028.89174,51
-1022.8917,54
-1019.8917,55
-1014.89174,57
-1009.8917,57
-1003.8917,57
-998.8917,58
-933.9737401,68
-926.9737699,71
-924.9737699,72
-900.9737401,77
-890.93858,82
-866.93858,80
-864.93858,80
-855.93858,80
-849.93858,80
-847.9386101,80
-838.0792,80
-833.0792,80
-832.0792401,80
-827.0792,80
-818.0792,80
-816.0792401,80
-803.04405,80
-801.04405,80
-788.04405,74
-783.04408,77
-776.04405,74
-726.18467,89
-721.1495199,87
-713.1495199,85
-711.1495199,85
-703.1495199,87
-702.1495199,87
-697.14955,87
-684.1495199,87
-672.14955,94
-670.1495199,94
-662.1495199,94
-629.1495199,94
-627.1495199,95
-593.1495199,63
-592.1495199,63
-584.1495199,63
-582.14955,63
-575.1495199,64
-568.14955,68
-562.14955,71
-560.1495199,71
-551.27772,58
-548.2776899,57
-540.2776899,57
-536.2776899,57
-530.2776899,56
-525.2776899,57
-520.2776899,57
-515.2776899,58
-512.2776899,58
-508.2776899,58
-499.2776899,58
-497.27772,57
-491.2776899,56
-488.27772,56
-483.2776899,56
-475.2776899,56
-472.2776899,56
-467.2776899,56
-462.27772,56
-457.27772,55
-452.27772,55
-447.2776899,55
-441.27772,57
-436.2776899,58
-431.27772,59
-426.27772,58
-421.2776899,59
-416.2776899,59
-411.2776899,59
-401.2776899,59
-400.2776899,59
-394.2776899,56
-389.2776899,59
-374.2432699,59
-368.2432699,60
-367.2432699,60
-358.2432699,60
-353.2432699,55
-350.2432699,55
-337.3487401,56
-336.3487401,55
-327.3487401,55
-321.3487401,55
-318.3487401,55
-315.3487401,55
-310.3487699,55
-305.3487401,55
-300.3487699,55
-290.3487401,59
-288.3487699,59
-220.5206399,56
-215.5206399,59
-205.5206101,59
-203.5206399,59
-199.5206101,59
-190.5206101,65
-189.5206399,65
-181.5206101,62
-179.5206101,64
-174.5206101,65
-168.5206101,65
-163.5206101,65
-154.5206101,67
-150.5206101,67
-148.5206101,67
-143.5206399,68
-138.5206399,68
-133.5206101,68
-127.5206101,68
-118.5206101,68
-113.5206101,72
-107.5206101,71
-102.5206101,69
-97.52061009,65
-92.52061009,63
-91.5206399,62
-86.5206399,61
-81.5206399,60
-72.52061009,61
-67.52061009,60
-62.5206399,61
-54.61436009,55
-50.6143899,53
-45.61436009,54
-43.61436009,54
-33.61436009,56
-28.61436009,56
-25.61436009,56
-22.6143899,56
-17.6143899,56
-12.61436009,51
-7.614360094,50
-2.614389896,50
6.385610104,52
9.385610104,52
13.38563991,51
18.3856101,52
23.3856101,52
29.38563991,54
33.38563991,54
38.3856101,53
43.38563991,50
48.38563991,49
53.38563991,49
59.38563991,50
64.38563991,50
70.3856101,52
78.38563991,53
80.38563991,54
86.38563991,53
91.38563991,54
96.38563991,54
101.3856101,54
106.3856399,54
113.3856399,53
117.3856399,54
122.3856399,56
128.4208,57
133.4208,57
141.4208,60
145.4207599,65
148.4208,68
156.4207599,52
159.4208,51
168.31533,51
173.31533,52
174.31533,52
179.31533,52
189.3153,52
193.3153,54
196.3153,54
205.31533,55
209.3153,58
214.31533,58
216.31533,59
225.31533,58
227.31533,59
232.31533,59
237.31533,59
242.31533,60
247.31533,59
252.31533,59
257.31533,59
267.31533,59
268.3153,59
273.3153,59
282.31533,54
283.31533,54
288.31533,54
293.31533,52
298.31533,51
306.31533,52
308.31533,54
317.3153,56
318.31533,56
324.31533,56
329.31533,57
334.31533,57
339.31533,57
344.31533,57
349.31533,54
354.3153,54
359.3153,54
364.31533,55
369.31533,56
378.3153,57
381.31533,57
385.3153,58
393.31533,58
399.31533,57
401.3153,57
406.31533,56
411.3153,54
416.31533,54
421.31533,54
427.3622,54
441.3622,58
446.36217,59
449.3622,58
452.3622,59
467.2567,57
471.2567301,56
476.2567301,56
479.2567301,56
486.2567301,50
494.2567301,51
495.2567301,51
500.2567301,51
506.2567,53
510.2567301,55
519.2567301,62
521.2567,62
528.2567301,62
531.2567301,62
541.2567301,62
545.2567301,60
547.2567301,60
553.2567301,60
559.2567301,60
563.2567301,59
569.2567301,59
574.2567,57
579.2567301,57
585.2567301,57
591.2567,57
596.2567301,57
601.2567,58
606.2567301,58
611.2567,58
616.2567,58
621.2567301,58
626.2567301,58
631.2567301,58
636.2567301,59
641.2567301,59
646.2567301,59
655.2567,59
657.2567301,59
662.2567,58
667.2567301,58
672.2567301,58
677.2567301,58
682.2567,58
687.2567301,58
693.2567,58
698.2567301,58
703.2567,57
708.2567301,57
713.2567301,57
719.2567301,57
724.2567301,57
730.2567301,57
735.2567301,57
741.2567,57
746.2567,58
751.2567301,58
756.2567,58
761.2567301,58
766.2567301,58
771.2567301,58
777.2567301,58
782.2567301,59
787.2567301,59
792.2567301,59
798.2567301,59
803.2567301,59
808.2567301,59
813.2567,59
818.2567,59
823.2567301,59
829.2567,59
834.2567,59
839.2567301,59
844.2567301,59
850.2567301,59
855.2567,59
860.2567301,59
865.2567301,59
870.2567,59
875.2567301,58
880.2567301,58
886.2567301,58
891.2567301,58
896.2567,58
901.2567301,58
907.2567301,58
911.2567301,58
916.2567301,58
925.2567301,57
930.2567301,57
931.2567301,57
936.2567301,57
941.2567301,57
946.2567301,57
951.2567301,57
960.2567301,57
961.2567301,57
970.2567301,63
971.2567301,63
977.2567301,63
982.2567301,63
988.2567,64
993.2567301,65
999.2567,65
1004.25673,69
1009.25673,69
1015.25673,69
1024.25673,67
1025.25673,68
1034.25673,61
1035.25673,61
1040.25673,60
1045.25673,60
1051.25673,60
1057.25673,60
1062.2567,60
1067.25673,60
1072.25673,59
1078.25673,59
1083.25673,59
1089.25673,59
1094.25673,59
1100.2567,59
1110.25673,59
1112.2567,59
1116.25673,59
1121.25673,59
1130.25673,58
1132.25673,58
1137.25673,59
1142.2567,59
1147.25673,59
1152.25673,59
1157.25673,59
1162.25673,59
1169.25673,58
1172.25673,58
1177.25673,58
1183.25673,58
1189.25673,58
1195.25673,58
1204.25673,58
1205.25673,58
1210.2567,58
1215.25673,58
1221.25673,58
1226.25673,57
1231.2567,57
1240.2567,57
1243.25673,57
1246.25673,57
1251.25673,57
1256.25673,57
1266.25673,56
1269.2567,56
1272.25673,56
1278.25673,56
1282.25673,56
1291.2567,55
1292.2567,55
1298.2567,55
1302.25673,56
1307.25673,56
1313.25673,56
1321.25673,56
1325.25673,57
1330.25673,56
1338.25673,60
1341.25673,61
1345.25673,61
1350.25673,60
1357.2567,57
1360.25673,56
1365.2567,55
1370.2567,55
1379.25673,55
1381.25673,55
1389.25673,57
1390.25673,57
1395.2567,56
1400.25673,56
1405.25673,56
1413.25673,54
1415.2567,54
1420.25673,53
1425.2567,53
1430.25673,53
1435.25673,53
1440.25673,53
1446.2567,53
1451.25673,54
1456.25673,54
1461.25673,53
1468.25673,53
1471.25673,53
1480.25673,53
1485.25673,53
1486.25673,53
1491.25673,53
1497.25673,53
1502.25673,53
1508.2567,58
1513.25673,59
1520.2567,58
1523.2567,57
1529.25673,54
1536.2567,52
1538.25673,53
1543.2567,53
1551.25673,53
1553.25673,53
1558.2567,53
1563.2567,53
1568.25673,53
1573.25673,53
1582.25673,54
1586.25673,57
1592.25673,53
1593.25673,53
1598.25673,53
1605.25673,52
1609.25673,52
1614.25673,51
1622.25673,52
1625.25673,52
1634.2567,51
1637.25673,51
1641.25673,52
1647.25673,52
1652.2567,53
1657.2567,54
1662.25673,55
1667.2567,61
1672.25673,56
1677.25673,56
1683.25673,55
1689.2567,54
1694.25673,54
1701.25673,55
1704.2567,55
1709.25673,54
1714.2567,55
1720.25521,55
1728.25524,54
1732.25524,51
1734.25524,52
1744.25524,53
1745.25524,53
1750.25524,53
1756.25521,54
1761.25524,54
1770.25524,54
1773.25524,54
1777.25521,54
1782.25521,53
1787.25521,53
1792.25524,54
1799.25524,55
1806.25521,55
1808.25521,58
1813.25524,57
1819.25524,58
1823.25524,57
1832.25524,57
1837.25524,56
1838.25521,56
1843.25524,55
1848.25521,55
1853.25521,55
1858.25524,55
1869.25524,56
1871.25524,56
1875.25524,59
1880.25524,60
1887.25524,60
1890.25524,59
1896.25521,59
1901.25524,59
1910.25524,56
1912.25521,56
1920.25524,56
1921.25524,55
1927.25524,55
1934.25524,55
1937.25524,56
1942.25524,58
1947.25521,59
1952.25521,59
1960.25524,57
1962.25524,57
1967.25524,59
1972.25524,59
1977.25521,60
1982.25524,59
1987.25524,60
1993.25521,61
2002.25524,54
2004.25524,53
2009.25524,53
2014.25524,53
2019.25524,53
2025.25524,58
2035.25524,58
2036.25524,58
2041.25524,59
2046.25521,60
2051.25524,60
2056.25524,61
2061.25521,60
2066.25521,59
2073.25524,58
2077.25524,58
2082.25524,56
2087.25524,56
2092.25524,56
2100.25524,56
2103.25524,56
2108.25521,56
2113.25521,58
2118.25524,59
2123.25524,59
2128.25521,59
2133.25524,59
2139.25524,59
2145.25521,58
2150.25521,59
2155.25524,59
2160.25524,60
2165.25521,59
2170.25524,57
2175.25524,58
2181.25521,58
2186.25524,59
2193.25524,55
2196.25524,55
2205.25524,59
2211.25524,59
2214.25524,59
2217.25521,59
2222.25524,60
2227.25524,60
2234.25521,60
2242.25524,60
2243.25524,60
2248.25524,59
2253.25524,59
2261.25524,59
2263.25521,59
2268.25524,60
2273.25524,60
2278.25524,60
2283.25521,60
2288.25524,59
2293.25521,56
2298.25524,56
2304.25524,55
2310.25524,56
2316.25524,59
2321.25524,59
2326.25524,58
2331.25524,58
2337.25521,58
2342.25521,58
2347.25524,58
2352.25524,58
2357.25524,58
2362.25524,58
2368.25524,58
2373.25524,58
2378.25524,58
2384.25524,59
2389.25521,58
2394.25521,59
2399.25521,59
2404.25521,59
2409.25524,59
2414.25524,59
2419.25524,59
2424.25524,59
2429.25521,59
2434.25524,59
2440.25524,59
2445.25524,59
2450.25524,59
2458.25524,55
2461.25524,55
2470.25521,59
2472.25524,60
2478.25524,59
2482.25524,59
2487.25524,58
2492.25521,58
2497.25524,58
2502.25524,58
2508.25524,58
2513.25521,61
2518.25521,61
2523.25524,60
2528.25524,59
2533.25521,59
2538.25521,59
2543.25521,59
2548.25524,59
2553.25524,62
2558.25521,61
2563.25524,61
2568.25524,61
2574.25524,60
2579.25524,60
2584.25521,60
2589.25521,60
2594.25524,60
2599.25524,59
2604.25524,59
2610.25524,59
2616.25521,59
2621.25524,59
2626.25524,58
2632.25521,58
2637.25524,58
2642.25521,58
2647.25524,58
2652.25524,58
2657.25524,58
2662.25524,58
2667.25524,58
2672.25524,59
2677.25524,58
2682.25524,60
2687.25524,60
2693.25524,61
2699.25524,60
2705.25524,60
2711.25524,60
2719.25521,59
2721.25524,59
2727.25524,60
2732.25524,59
2737.25524,60
2742.25521,59
2747.25521,59
2752.25524,59
2757.25524,59
2762.25524,60
2768.25524,59
2776.25524,57
2779.25524,58
2784.25524,58
2789.25524,59
2796.25524,58
2799.25524,56
2804.25524,56
2813.25524,56
2814.25521,56
2819.25524,56
2825.25524,56
2831.25521,56
2836.25521,56
2841.25524,56
2849.25524,57
2854.25524,59
2856.25524,59
2861.25524,59
2866.25524,59
2872.25521,59
2877.25524,60
2883.25524,59
2888.25524,59
2893.25524,58
2899.25521,57
2904.25524,58
2909.25521,59
2916.25524,59
2919.25524,59
2925.25524,60
2931.25524,59
2936.25524,59
2941.25524,59
2946.25524,60
2952.25524,59
2958.25524,59
2964.25524,59
2969.25524,61
2975.25524,61
2980.25524,63
2986.25524,63
2995.25524,58
2997.25524,57
3003.25524,57
3008.25524,56
3015.25524,57
3019.25524,61
3024.25524,61
3030.25524,61
3035.25521,61
3040.25524,59
3045.25524,59
3051.25524,57
3056.25521,61
3061.25524,61
3071.25524,61
3072.25521,61
3077.25524,61
3083.25521,61
3088.25521,61
3095.25524,61
3098.25524,61
3107.25524,61
3110.25524,60
3115.25524,61
3121.25524,59
3127.25524,61
3132.25524,61
3141.25524,58
3143.25521,58
3147.25521,57
3152.25524,57
3158.25521,57
3163.25524,56
3170.25524,56
3173.25524,59
3179.25521,58
3184.25524,59
3190.25524,57
3195.25524,57
3200.25524,58
3205.25524,59
3210.25524,58
3215.25524,58
3220.25524,58
3225.25524,59
3230.25524,59
3235.25524,59
3240.25524,60
3246.25524,59
3251.25524,59
3256.25524,59
3261.25524,60
3266.25524,60
3272.25524,60
3277.25524,59
3284.25524,56
3287.25524,56
3293.25524,57
3298.25524,58
3304.25524,61
3309.25524,61
3318.25524,58
3319.25521,58
3324.25524,57
3329.25521,57
3334.29039,57
3340.29039,57
3347.29039,92
3353.29039,95
3358.29039,96
3363.29036,94
3364.29036,92
3375.17321,82
3377.17321,82
3381.17321,82
3386.17318,82
3401.20836,83
3406.20836,92
3412.20836,91
3413.20836,91
3418.20833,92
3424.20836,91
3430.20836,83
3439.12633,78
3444.12633,67
3447.12633,68
3450.12633,69
3459.12633,68
3464.16149,55
3469.16149,53
3473.16146,54
3479.16149,53
3480.16146,53
3489.16149,53
3492.16149,53
3504.03255,56
3506.03258,57
3514.03258,60
3519.03258,61
3524.03258,60
3527.03258,60
3534.03255,59
3541.03255,56
3545.03258,56
3548.03258,55
3559.03258,55
3563.03258,55
3565.03255,55
3570.03255,59
3577.03258,56
3581.03258,53
3589.03258,54
3594.03258,53
3596.03255,52
3600.03255,52
3609.03258,52
3611.03258,51
3616.03258,51
3620.03255,52
3625.03258,52
3634.03258,52
3635.03258,52
3641.03258,52
3647.03258,52
3652.03258,52
3661.03258,50
3663.03258,50
3671.03258,50
3676.03258,54
3680.03258,55
3686.03255,55
3688.03258,53
3695.03258,53
3698.03258,55
3703.03258,58
3708.03258,57
3714.03255,53
3719.03255,53
3724.03258,53
3729.03258,53
3738.03258,53
3740.03255,54
3744.03255,54
3749.03258,54
3754.03255,56
3759.03258,63
3766.03258,64
3774.03258,53
3779.03258,53
3781.03258,54
3785.03258,54
3792.03258,55
3795.03258,55
3805.03258,54
3806.03258,54
3811.03258,55
3817.03258,54
3822.03258,53
3828.03258,54
3834.03258,53
3839.03258,52
3848.03258,52
3849.03258,52
3858.03258,52
3862.03255,52
3864.03255,53
3872.03258,53
3874.03258,54
3879.03258,54
3889.03255,53
3891.03258,53
3896.03258,53
3901.03258,53
3906.03258,54
3911.03258,54
3917.03258,55
3921.03255,55
3926.03258,54
3933.03258,54
3936.03258,54
3943.03258,54
3948.03258,54
3953.03255,54
3958.03258,56
3963.03255,58
3969.03258,58
3973.03258,57
3978.03258,57
3983.03255,58
3989.03258,59
3994.03258,59
3999.03258,60
4005.03258,58
4010.03258,59
4019.03258,54
4021.03258,54
4025.03255,55
4030.03258,55
4035.03258,55
4040.03258,56
4050.03258,56
4051.03258,56
4058.03255,55
4062.03255,55
4067.03258,53
4072.03258,58
4082.03258,53
4083.03255,53
4088.03255,54
4093.03255,56
4102.03258,54
4103.03258,54
4108.03255,54
4113.03258,55
4119.03258,55
4124.03258,55
4130.03258,55
4139.03258,56
4140.03255,56
4145.03255,57
4150.03258,57
4156.03258,56
4161.03255,57
4166.03255,59
4171.03258,59
4179.03258,57
4181.03258,55
4186.03258,55
4192.03258,55
4197.03258,57
4202.03258,57
4207.03258,58
4212.03258,57
4217.03258,58
4222.03258,58
4227.03258,58
4232.03258,59
4237.03258,59
4246.03258,64
4250.03258,69
4261.03258,69
4262.03255,69
4267.06771,69
4276.06774,92
4277.06774,92
4287.06774,54
4292.06774,58
4296.06771,61
4307.98571,67
4309.98568,68
4313.98568,68
4318.98571,68
4328.02086,67
4331.02086,69
4338.02083,58
4342.02086,57
4345.02086,57
4355.02083,52
4358.02086,53
4367.89196,52
4373.89196,53
4380.89196,52
4382.89193,52
4391.89196,52
4392.89193,53
4397.89196,53
4406.89196,51
4408.89196,51
4412.89193,51
4417.89196,52
4425.89193,51
4433.89196,51
4437.89193,51
4443.89193,59
4445.89196,60
4451.89193,63
4460.89196,51
4465.89196,54
4469.89193,54
4472.89193,53
4477.89196,53
4483.89196,53
4488.89196,54
4496.89196,54
4499.89196,53
4504.89196,54
4512.89196,54
4514.89196,54
4519.89196,54
4524.89196,54
4529.89196,54
4538.89193,50
4539.89196,50
4544.89196,55
4552.89196,55
4559.89196,55
4560.89196,55
4565.89196,58
4573.89196,56
4576.89193,59
4585.89196,52
4586.89193,52
4591.89196,52
4597.89196,53
4602.89196,53
4612.89196,53
4615.89196,54
4618.89193,55
4623.89196,55
4628.89196,55
4633.89196,57
4638.89196,55
4645.89193,55
4648.89193,56
4653.89196,55
4659.89196,56
4666.89196,59
4669.89196,59
4674.89196,59
4683.89196,54
4687.89193,53
4689.89193,53
4695.89196,52
4699.89196,53
4704.89193,52
4712.89196,53
4714.89196,57
4721.89196,52
4727.89196,56
4729.89196,57
4734.89193,56
4739.89196,57
4744.89196,56
4754.89196,54
4755.89196,54
4760.89196,54
4765.89196,55
4770.89196,56
4775.89196,56
4784.89196,54
4785.89196,54
4791.89193,55
4797.89196,54
4801.89193,54
4806.89193,55
4811.89193,55
4816.89196,55
4821.89196,56
4828.89196,56
4832.89196,56
4837.89196,56
4842.89196,56
4847.89193,56
4852.89196,56
4858.89196,56
4863.89193,57
4868.89196,59
4874.89196,60
4880.89193,57
4885.89196,57
4891.89196,58
4896.89196,57
4902.89196,58
4910.89196,58
4917.89196,57
4918.89196,57
4923.89196,57
4930.89196,57
4933.89193,57
4938.89196,57
4943.89196,57
4948.89196,57
4953.89196,58
4959.89193,60
4964.89196,61
4969.89196,61
4975.89196,56
4980.89196,55
4985.89193,55
4990.89196,55
4996.89196,58
5003.89196,55
5008.89196,55
5012.89193,56
5017.89196,55
5023.89193,56
5028.89196,56
5033.92711,56
5038.92711,56
5043.92711,57
5053.92711,55
5058.92711,53
5063.92708,49
5069.92711,50
5074.92711,50
5084.84581,50
5089.84581,51
5090.84581,52
5099.84581,49
5104.84581,50
5105.84578,50
5113.84578,50
5119.84581,53
5120.84581,52
5126.84581,50
5133.84581,50
5139.84581,50
5140.84581,50
5149.84581,50
5150.84581,50
5155.84581,50
5162.84578,47
5165.84581,47
5175.84581,46
5181.84581,48
5186.84581,50
5187.84578,51
5192.84581,56
5200.84581,51
5202.84581,51
5209.84581,52
5218.84581,56
5220.84581,55
5224.84581,56
5233.84581,56
5234.84581,56
5239.84581,56
5249.84581,51
5254.84578,51
5256.84581,51
5262.84581,52
5268.84581,51
5276.84581,52
5278.84581,53
5283.84581,54
5289.84581,55
5295.84578,56
5300.84581,56
5307.84581,54
5310.84581,54
5316.84581,54
5324.84358,51
5325.84358,51
5330.84358,52
5339.84358,51
5343.84358,51
5347.84358,52
5351.84358,52
5358.84358,55
5362.84358,53
5367.84355,53
5372.84358,54
5378.84358,54
5383.84355,53
5388.84358,56
5393.84355,54
5398.84358,54
5403.84358,54
5408.84358,54
5418.84358,55
5419.84358,55
5427.84358,54
5429.84355,54
5434.84358,55
5440.84358,55
5444.84358,55
5449.84355,55
5454.84358,59
5459.84358,59
5464.84358,59
5469.84358,59
5474.84358,57
5479.84358,56
5484.84358,56
5489.84358,56
5494.84358,56
5499.84358,58
5505.84358,57
5510.84358,58
5515.84358,58
5522.84358,54
5526.84355,54
5535.84358,57
5538.84358,58
5541.84358,58
5549.84358,56
5552.84358,58
5559.84358,59
5562.84358,59
5567.84358,60
5573.84358,60
5578.84355,60
5583.84358,59
5589.84355,59
5594.84358,58
5599.84358,57
5604.84355,57
5610.84355,56
5617.84358,56
5619.84358,56
5624.84358,58
5629.84358,59
5634.84358,59
5639.84355,59
5644.84358,59
5650.84355,59
5655.84355,59
5660.84358,59
5669.84358,74
5670.84355,77
5675.84355,78
5680.84355,78
5685.84358,78
5691.878,95
5695.87797,95
5700.878,95
5706.878,80
5712.878,78
5731.878,78
5732.878,80
5741.77254,81
5748.77254,55
5753.77254,55
5759.7725,59
5762.7725,59
5766.77254,59
5771.77254,59
5779.77254,64
5781.77254,64
5786.77254,65
5791.77254,64
5800.80769,63
5806.80769,74
5810.80769,77
5812.80769,77
5818.80769,77
5824.80769,83
5833.67875,87
5835.67879,87
5842.67879,87
5845.67879,87
5852.67879,87
5858.71394,52
5864.71394,52
5865.71394,52
5875.71391,51
5876.71394,52
5884.71394,52
5891.71394,51
5894.71394,51
5904.57332,55
5908.57332,57
